title,category
평행선 달린 한중 국방장관    협력 기조 속 대북 역할 놓고 딴소리,Politics
유인태   이낙연 조기 귀국설   이재명 빨리 감옥가라고 고사 지내는 것 ,Politics
유인태  이재명 태도에  의원들 불만 유동규 중용 사과해야 ,Politics
김용 민주연구원 부원장 사퇴    부당한 정치탄압 때문 ,Politics
    이재명 최측근  김용 사퇴 정진상도 사의표명 종합 ,Politics
윤 대통령  25일 여당 지도부와 만찬    야당은 언제 ,Politics
윤 대통령  25일 국민의힘 지도부 초청 만찬 순방 성과   예산안 정국 논의할 듯,Politics
조응천  이재명 유감 표명해야 이명박 노무현도 다 했다 ,Politics
조응천  이재명 유감 표명해야 YS DJ MB   도 했다 ,Politics
 요정 으로 불리는 문재인 전 대통령  지방의원들은   그 정보가 알고 싶다 ,Politics
선거운동 기간에도 업무추진비 사용한 의원은 누구   그 정보가 알고 싶다 ,Politics
 윤석열차  엄중 경고라던 문체부  실제론 아무 것도 안 했다  그 정보가 알고 싶다 ,Politics
전국 243개 지자체장의  마이카   전기차는 2대뿐  그 정보가 알고 싶다 ,Politics
코웨이  역대 10회차  품질경쟁력 우수기업  선정 쾌거,Economic
제주개발공사   2022 품질경쟁력우수기업  선정  먹는샘물 업계 최초 ,Economic
고품질로 승부 건 기업  넘버원  고객만족 화답  2022 품질경쟁력우수기업 ,Economic
코웨이  국가품질경영대회  품질경쟁력 우수기업  선정,Economic
베이비스텝 배경 밝힌 한은  경기 둔화  외환 리스크 완화  단기금융시장 위축 ,Economic
 속보  기준금리 0 25 p 인상 내년 성장률 1 7  전망,Economic
 속보 한은  기준금리 0 25 포인트 인상 연 3 25 로,Economic
한국은행  기준금리 0 25 p    사상 첫 6연속 인상,Economic
테슬라  또 리콜 테슬라 벤츠 폭스바겐  43개 차종 6만3000대 리콜,Economic
배터리 고정불량 벤츠 3만대 등 43개 차종 6만여대 리콜,Economic
기아 카니발   주행 중 시동 꺼짐  리콜,Economic
부품 불량 SW 오류 벤츠 기아 테슬라 등 6만2천대 리콜,Economic
건설발 우려 대응나선 롯데  현금은 충분  신동빈 사재도 투입,Economic
롯데건설 대표에 박현철 롯데지주 경영개선실장 내정,Economic
지난달 기업 회사채 발행 49 5     일반 회사채는 증가,Economic
10월 발행 주식 회사채 8조8천억 전월  49 0  ,Economic
한은  내년 성장률 1 7  물가 상승률 3 6  하향 전망,Economic
내년  경기 한파  온다 한국 경제 1 대 성장 그칠 듯,Economic
 부동산 보유세  2020년 수준 환원  거래 살리기엔 역부족 지적도,Economic
내년 재산세도 2020년 수준으로 낮춰,Economic
고개 숙인  토종  백신  팬데믹 이후 준비해야 ,Economic
비운의 국산 1호 코로나 백신  결국 생산 중단,Economic
미 연준  금리 인상 속도 좀 늦추자    12월  빅스텝  예고,Economic
연준  11월 FOMC서 금리인상 속도조절 시사,Economic
 외교부  한한령 시행한적 없다 지난해 이후 많은  드라마 수입 ,Economic
 6년의 기다림  14억 중국이 K 드라마 본다   축포 터트린 주식들,Economic
동서발전  제48회 국가품질경영대회  국가품질대상  수상,Economic
 ESG경영 확산 공로  KB금융  국가품질경영대회서  대통령 표창  수상,Economic
고려아연  자사주 활용   신성장 투자를 위한 파트너 확보 키움 ,Economic
 한화 고려아연  주식 맞교환 그린에너지 자원개발 맞손,Economic
 인사이드 스토리 은행이 한전 콕 집어 대출하는 이유,Economic
 인사이드 스토리 천정부지 분양가  계속 오르기만 할까 ,Economic
 인사이드 스토리  아재속옷  BYC  반려동물시장  핫템  된 사연,Economic
 인사이드 스토리 남아돈다는데 왜   우유값 상승 미스터리 ,Economic
15개월 딸 시신  김치통 에 3년간 숨긴 부모 적발,Social
어떻게 이런 일이   친부모가 15개월 딸 시신 김치통에 담아 3년간 숨겨,Social
15개월 딸 숨지자 3년 간 시신 숨겨 아동수당은  꿀꺽 ,Social
15개월 딸 시신 옥상에 숨긴 부모 경찰 수사 중,Social
민노총 화물연대 서경지부  24일 의왕ICD서 총파업 출정식,Social
경찰청장  화물연대 불법행위시 무관용 엄정 대처 ,Social
화물연대  무기한 총파업 돌입   정부 비상대책 가동,Social
경찰청장  화물연대 불법행위 주동자 배후 예외없이 사법조치 ,Social
김만배  어떤 언론과도 인터뷰하지 않겠다 ,Social
출소 앞둔 김만배  언론 인터뷰 없을 것  취재 자제해달라 ,Social
 대장동 키맨  김만배 출소  소란 일으켜 송구 ,Social
구속기간 만료로 석방된 김만배  소란 일으켜 송구  재판 성실히 임할것   뉴시스Pic ,Social
진화위  군사정권 시절  대학생 강제징집 프락치 강요   187명 피해자 ,Social
진실화해위  대학생 강제징집 프락치 공작 피해자 187명 인정,Social
 국가가 배신 강요     진실화해위   대학생 프락치  피해자 187명 첫 인정,Social
 강제징집 프락치 강요  진실규명 2921명 국가배상 청구 가능해졌다,Social
송영길  선거법 위반  송치에     보완수사 요구,Social
송영길 더불어민주당 전 대표  선거법 위반  검찰 송치,Social
화물연대 파업  경계  발령 경기도  대책본부 2부지사 체제로,Social
경기도  민노총 화물연대 총파업  도민 불편 최소화에 총력 ,Social
월드컵 거리응원에 경찰청  특공대 투입  서울시도 대책마련,Social
광화문광장에서도  대 한민국  거리응원 펼친다 서울시 이틀 전 승인,Social
학교 비정규직도 25일 총파업 교육현장 급식 대책 등 분주,Social
 경기교육청  학교 비정규직 총파업 대비 대응책 마련 경기 ,Social
의정부지검 고양지청   계엄포고령 위반  70대 직권 재심 청구,Social
검찰  1980년  계엄포고 제10호  위반 70대 직권 재심 청구,Social
특수본  경찰 소방 구청 교통 관계자 9명 입건 수사 확대 종합 ,Social
특수본   보고서 삭제 의혹  전 서울청 정보부장 소환 이태원 참사 ,Social
이재명  자택 현금  출처 의혹에     악의적 주장  명예훼손 ,Social
검찰   김혜경 법인카드  제보자 소환    이재명 현금 출처 조사,Social
스토킹 범죄로 수사받자 신고한 애인에 보복한 50대 실형,Social
 감히 고소해  스토킹 신고에 보복폭행 반복한 50대  징역 4년,Social
공주시  고향사랑기부제 앞두고 답례품 공급업체 공모,Social
영주시  고향사랑기부제 답례품 풍기 인견 인삼 사과 등 24종 선정,Social
검찰   노영민 취업청탁 의혹  CJ계열사 국토부 압수수색,Social
검찰   노영민 취업청탁 의혹  CJ 계열사 국토부 압수수색,Social
 청담동 술자리 의혹  첼리스트 경찰 출석  거짓말이었다  진술,Social
첼리스트  청담 술자리 거짓말   김의겸 녹음 입수  수사한다,Social
24일부터 일회용품 못쓴다  편의점도 비닐봉투 사용금지,Social
편의점서 오늘부터 비닐봉지 사라진다  구매도 안돼,Social
 제보가 뉴스다 반신불수 아들 16억 보험금 사무장  절반 꿀꺽,Social
 제보가 뉴스다 금속찌꺼기 방류 수만 마리 폐사,Social
 제보가 뉴스다  집 산지 6개월 만에 경매 넘어갈 판 ,Social
 제보가 뉴스다 3살 원생 폭행  선생님이 날 싫어해요 ,Social
티켓링크  대학로 공연장 운영한다 링크아트센터 내달 개관,Culture
NHN링크  대학로에 공연장  링크아트센터  개관,Culture
NHN링크  대학로에 연극 뮤지컬 공연장  링크아트센터  개관,Culture
대학로의 새 공연장 링크아트센터 조수미 용재오닐 등 공연,Culture
 대장  가벼이 하시면 안 됩니다  83자에 담긴 충무공의 마지막,Culture
400여년 전 류성룡의 일상이 담긴  대통력  귀환,Culture
 대통력  귀환  농사도 관여한 청빈 류성룡 일상기록,Culture
420여 년 전 서애 류성룡이 쓰던 달력  일본에서 환수,Culture
 전국 대체로 맑고 포근   큰 일교차 주의  내일날씨 ,Culture
 경기 북동부 등 아침 영하  낮 최고기온 13 18도 내일 날씨 ,Culture
암 환자 키워드로 SNS 분석했더니 두려움 불안 우울감 신체 고통만큼 컸다,Culture
암  예방  위해서는 잡곡밥에 채소를  암 이미 생겼다면 ,Culture
성리학 전파로 건축된 사묘 재실 정려각 8곳 보물 지정,Culture
문화재청  사묘 재실 문화재 등 10건  보물  지정,Culture
 일교차 커요 곳곳 미세먼지 주의 날씨 ,Culture
 어제 아침보다 쌀쌀 기온 일교차 커 출근길 날씨 ,Culture
 날씨톡톡   지금껏 그랬듯  온화해요 오늘 낮 서울 16도,Culture
 날씨톡톡  절기 소설  전국 차츰 비 낮 15도 안팎,Culture
 날씨톡톡  오늘도 낮 동안 온화 가까운 듯 먼  겨울 ,Culture
 날씨톡톡  중부 폭우 남부 폭염 수도권 호우경보,Culture
 우리말 바루기   때려칠  수 없는 이유,Culture
 우리말 바루기   도어스테핑 의 우리말은 ,Culture
 우리말 바루기  왜  처녀김치 는 없나요 ,Culture
 우리말 바루기   가을 냄새 일까   가을 내음 일까 ,Culture
 러 미사일 67발 퍼부어  우크라 모든 지역 정전 발생,World
 유엔 안보리  러 우크라 공습 관련 긴급 회의 개최키로 ,World
러 미사일 공습에 우크라 원전 모두 폐쇄 옆나라 몰도바까지 정전,World
러시아 공습에 키이우서 3명 사망   단전 단수 속출,World
G7 EU  러 원유 가격 상한 협상 난항  65달러 선에서 논의 ,World
EU G7  러시아 원유값  60달러 상한  전망 러시아  안 팔아 ,World
EU G7  러 원유 60달러 이상으론 안 산다  합의 전망,World
 러  원유 가격상한제 앞두고 3 7  하락 뉴욕유가 ,World
 마크롱인줄 알았는데 개그맨에 속은 폴란드 대통령 World Now ,World
폴란드 대통령도 낚였다 마크롱인척 속인 러시아인의 정체,World
러시아 코미디언  나 마크롱인데  두다 폴란드 대통령도 낚였다,World
속내 들킨 폴란드 대통령  마크롱 사칭전화에  러와 전쟁 원치 않아 ,World
 중국 폭스콘 노동자  임금 지급 요구하며 대규모 시위 ,World
 직원 대탈출    아이폰공장 이번엔 방역요원과 유혈충돌,World
 코로나 사령탑  마지막 호소   제발 백신 맞으세요 ,World
퇴임 앞둔  코로나 전사     파우치 마지막 브리핑서 한 말은,World
EU의회  러  테러지원국  지정 이후 EU 홈피는 사이버공격 받아,World
EU의회  러  테러지원국  지정  우크라서 잔학행위  인권침해 ,World
이스라엘 예루살렘서 2차례 폭발  중상 2명 포함 최소 15명 사상 ,World
예루살렘서 2차례 연쇄 폭발    1명 사망 14명 부상 ,World
코로나 잡으려다 홍역 유행 초비상 영유아 백신 접종률 최저치,World
지구상 최강 전파력 홍역  지난해 어린이 4000만명 예방접종 놓쳐,World
  억만장자 투자자   경제상황  IT버블 금융위기 때보다 심각 ,World
 유명투자회사 매니저    경제상황  2000년 2008년보다 심각 ,World
젤렌스키 측근  푸틴  헤르손 철수 후 생명위협 느낄만큼 불안 ,World
 우크라  러 점령 영토 55  탈환  갈 길 먼 겨울 전투 향방은,World
WSJ  세계 경제  예상보단 덜 나쁠 것  근거는 중국,World
WSJ  세계 경제  예상보단 덜 나쁠 수도 ,World
 World Now  중국에서 잇따른  폭력 방역  논란,World
 World Now  마크롱인줄 알았는데 개그맨에 속은 폴란드 대통령,World
 World Now  1천6백만 원  분쇄쇼  벌인 영국 개그맨  이유는 ,World
 World Now   15년째 눈 안 와  알프스마을 스키 리프트 철거,World
LG유플러스  이화여대 전용 메타버스 내년 오픈,IT
LGU   이화여대 ECC  메타버스로 옮긴다,IT
메타버스 육성 힘쏟는 과기정통부  선허용 후규제로 가야 ,IT
과기정통부  메타버스 경제 활성화 민관 TF 3차 회의 개최,IT
드래곤플라이 펨트론 핫스탁 ,IT
드래곤플라이  디지털치료제  가디언즈 D Tx  GMP 적합판정,IT
드래곤플라이  디지털치료제 임상 GMP 적합 판정,IT
드래곤플라이   디지털치료제  임상 GMP 적합 판정,IT
보라네트워크   매직에덴 과 웹3 게임 NFT 분야 협약 체결,IT
네오위즈  인텔라X   글로벌 NFT 거래소  매직에덴  협업,IT
한컴케어링크   한국인칩  활용 개인 유전체 분석 서비스 개시,IT
한컴케어링크   한국인칩  활용 유전체 분석 서비스한다,IT
2022 카타르 월드컵  웨이브 무료 생중계로 즐기세요,IT
웨이브  2022 카타르 월드컵 생중계 무료 제공,IT
LG유플러스  비혼 선언한 직원에게도 결혼 지원금 동일하게 지급 ,IT
 법은 금지 안 하는데    비혼 인공수정 시술 안 된다니요   산부인과학회와 싸우는 여성들,IT
카카오모빌리티   택시기사 의료생계 안심지원  시동,IT
카카오모빌리티   택시기사 의료생계 안심지원  시작,IT
블록체인으로 1000만 명 투표 정부  산업 키우고 상용화 박차,IT
블록체인으로 온라인 주민투표 공적지원금 개인이력 관리한다,IT
 이슈진단   KT LGU  28GHz 주파수 대역 취소 영향은,IT
 이슈진단    신뢰 회복  안간힘   가상자산  흥망 기로에 섰다,IT
 이슈진단   퀄컴 스냅드래곤  갤S23에 전량 탑재되나   시름 깊은 엑시노스,IT
 이슈진단   위믹스 코인  거래소 유의종목 지정 해제 되나,IT
남성 소변기 주변에 남는 흔적  물리학으로 막는다,IT
참치 낚시에 잡히는 상어  전기충격기로 지킨다,IT
 사이언스카페  미국 2030년 전에 달에 우주인 기지 세운다,IT
뇌종양 생존 기간 두 배 늘릴 백신 나왔다,IT
